State,Date,Income,Factored Mean Income
Oklahoma,2009,45878,0.9216706511039235
Oregon,2009,49098,0.9863591618619041
Pennsylvania,2009,48172,0.9677561926190811
Rhode Island,2009,51634,1.0373063864837173
South Carolina,2009,41101,0.8257026337465094
South Dakota,2009,45826,0.920625991923981
Tennessee,2009,40517,0.8139703075717701
Texas,2009,47475,0.9537537416879281
Utah,2009,58491,1.1750607710388332
Vermont,2009,52318,1.0510476726198847
Virginia,2009,60501,1.2154408662635354
Washington,2009,60392,1.2132510999055788
West Virginia,2009,40490,0.8134278883821845
Wisconsin,2009,51237,1.0293308154368483
Wyoming,2009,52470,1.054101291761255
United States,2008,50303,1.0
Alabama,2008,44476,0.8841619784108303
Alaska,2008,63989,1.2720712482356917
Arizona,2008,46914,0.9326282726676342
Arkansas,2008,39586,0.786951076476552
California,2008,57014,1.1334115261515219
Colorado,2008,60943,1.2115181997097588
Connecticut,2008,64682,1.285847762558893
Delaware,2008,50702,1.007931932489116
D.C.,2008,55590,1.1051030753632984
Florida,2008,44857,0.8917360793590839
Georgia,2008,46227,0.9189710355247201
Hawaii,2008,61521,1.2230085680774507
Idaho,2008,47420,0.9426873148718764
Illinois,2008,53254,1.0586644931713813
Indiana,2008,46520,0.9247957378287577
Iowa,2008,50142,0.9967993956622866
Kansas,2008,47877,0.9517722601037711
Kentucky,2008,41148,0.818002902411387
Louisiana,2008,39563,0.7864938472854501
Maine,2008,47228,0.9388704451026778
Maryland,2008,63711,1.2665447388823727
Massachusetts,2008,60320,1.1991332524899112
Michigan,2008,49788,0.9897620420253265
Minnesota,2008,54925,1.0918831878814386
Mississippi,2008,36446,0.7245293521261157
Missouri,2008,46038,0.9152138043456652
Montana,2008,42900,0.8528318390553248
Nebraska,2008,50728,1.0084488002703615
Nevada,2008,54744,1.088284992942767
New Hampshire,2008,66176,1.31554778045047
New Jersey,2008,65306,1.2982525893087888
New Mexico,2008,42102,0.8369679740770928
New York,2008,50461,1.0031409657475698
North Carolina,2008,42930,0.8534282249567621
North Dakota,2008,49631,0.9866409558078048
Ohio,2008,46934,0.9330258632685924
Oklahoma,2008,46111,0.9166650100391627
Oregon,2008,51727,1.0283084507882234
Pennsylvania,2008,51402,1.0218476035226527
Rhode Island,2008,53241,1.0584060592807587
South Carolina,2008,42155,0.838021589169632
South Dakota,2008,51600,1.0257837504721388
Tennessee,2008,39702,0.7892571019621096
Texas,2008,46490,0.9241993519273204
Utah,2008,62537,1.2432061706061268
Vermont,2008,50706,1.0080114506093076
Virginia,2008,61985,1.2322326700196808
Washington,2008,56631,1.1257976661431723
West Virginia,2008,37994,0.75530286464028
Wisconsin,2008,51200,1.017831938452975
Wyoming,2008,53337,1.060314494165358
United States,2007,50233,1.0
Alabama,2007,42212,0.8403240897418032
Alaska,2007,62993,1.2540162841160194
Arizona,2007,47215,0.939919972926164
Arkansas,2007,40795,0.8121155415762547
California,2007,55734,1.1095096848685126
Colorado,2007,61141,1.2171480899010612
Connecticut,2007,64141,1.2768697867935421
Delaware,2007,54589,1.0867159038878824
D.C.,2007,50783,1.0109489777636216
Florida,2007,45794,0.9116317958314255
Georgia,2007,48641,0.96830768618239
Hawaii,2007,64022,1.2745008261501403
Idaho,2007,49184,0.9791173133199291
Illinois,2007,52506,1.0452491390122032
Indiana,2007,47453,0.9446578942129675
Iowa,2007,48908,0.9736229172058208
Kansas,2007,48497,0.965441044731551
Kentucky,2007,39452,0.7853801286007206
Louisiana,2007,41313,0.8224274879063563
Maine,2007,47894,0.9534369836561623
Maryland,2007,65630,1.3065116556845102
Massachusetts,2007,58463,1.163836521808373
Michigan,2007,49370,0.982820058527263
Minnesota,2007,58058,1.1557740927278881
Mississippi,2007,37279,0.7421217128182669
Missouri,2007,46005,0.9158322218461967
Montana,2007,43655,0.8690502259470866
Nebraska,2007,49174,0.9789182409969542
Nevada,2007,54058,1.0761451635379133
New Hampshire,2007,67576,1.3452511297354328
New Jersey,2007,60508,1.2045468118567475
New Mexico,2007,44356,0.8830051957876296
New York,2007,48944,0.9743395775685306
North Carolina,2007,43513,0.8662233989608424
North Dakota,2007,47205,0.9397209006031891
Ohio,2007,49099,0.9774251985746422
Oklahoma,2007,43216,0.8603109509684869
Oregon,2007,50236,1.0000597216968925
Pennsylvania,2007,48437,0.9642466107937013
Rhode Island,2007,54210,1.0791710628471323
South Carolina,2007,44213,0.8801584615690881
South Dakota,2007,46418,0.9240539087850617
Tennessee,2007,41195,0.8200784344952521
Texas,2007,46053,0.9167877689964764
Utah,2007,53529,1.0656142376525393
Vermont,2007,47390,0.9434037385782255
Virginia,2007,59161,1.1777317699520236
Washington,2007,58080,1.156212051838433
West Virginia,2007,42091,0.8379153146338064
Wisconsin,2007,51277,1.0207831505185834
Wyoming,2007,48744,0.9703581311090319
United States,2006,48201,1.0
Alabama,2006,37952,0.7873695566482023
Alaska,2006,56418,1.1704736416256925
Arizona,2006,46657,0.9679674695545736
Arkansas,2006,37057,0.768801477147777
California,2006,55319,1.1476732847866227
Colorado,2006,55697,1.1555154457376402
Connecticut,2006,62404,1.294661936474347
Delaware,2006,52438,1.0879027406070414
D.C.,2006,48477,1.0057260222816955
Florida,2006,45676,0.947615194705504
Georgia,2006,49344,1.0237132009709342
Hawaii,2006,60470,1.2545382875873945
Idaho,2006,46213,0.9587560424057592
Illinois,2006,48671,1.009750835044916
Indiana,2006,45407,0.9420343976266052
Iowa,2006,48126,0.998444015684322
Kansas,2006,45552,0.9450426339702496
Kentucky,2006,39485,0.8191738760606626
Louisiana,2006,36488,0.7569967428061658
Maine,2006,45642,0.9469098151490632
Maryland,2006,63668,1.3208854588079086
Massachusetts,2006,55330,1.1479014958195888
Michigan,2006,48647,1.009252920063899
Minnesota,2006,56211,1.1661791249144209
Mississippi,2006,34733,0.7205867098192984
Missouri,2006,44579,0.9248563307815191
Montana,2006,41105,0.8527831372793095
Nebraska,2006,48145,0.998838198377627
Nevada,2006,52282,1.084666293230431
New Hampshire,2006,61970,1.2856579739009564
New Jersey,2006,68059,1.4119831538764755
New Mexico,2006,40028,0.8304392025061721
New York,2006,48222,1.0004356756083899
North Carolina,2006,39797,0.8256467708138835
North Dakota,2006,41047,0.8515798427418518
Ohio,2006,45900,0.9522624011949959
Oklahoma,2006,38838,0.8057509180307463
Oregon,2006,47091,0.9769714321279641
Pennsylvania,2006,48477,1.0057260222816955
Rhode Island,2006,53736,1.1148316424970437
South Carolina,2006,39617,0.8219124084562561
South Dakota,2006,45427,0.9424493267774527
Tennessee,2006,40693,0.8442355967718512
Texas,2006,43307,0.8984668367876185
Utah,2006,54628,1.133337482624842
Vermont,2006,51981,1.0784216095101762
Virginia,2006,57119,1.185016908362897
Washington,2006,54723,1.1353083960913675
West Virginia,2006,38419,0.7970581523204913
Wisconsin,2006,51692,1.0724258832804299
Wyoming,2006,47041,0.9759341092508454
United States,2005,46326,1.0
Alabama,2005,37150,0.8019254846090749
Alaska,2005,55891,1.20647152786772
Arizona,2005,45245,0.9766653714976471
Arkansas,2005,36658,0.791305098648707
California,2005,51755,1.1171912101195873
Colorado,2005,50449,1.0889996977938954
Connecticut,2005,56835,1.2268488537754176
Delaware,2005,51235,1.105966411950093
D.C.,2005,44993,0.9712256616155075
Florida,2005,42990,0.9279886025126279
Georgia,2005,45926,0.9913655398696196
Hawaii,2005,59586,1.2862323533221085
Idaho,2005,44176,0.9535897767992056
Illinois,2005,48398,1.04472650347537
Indiana,2005,42437,0.916051461382377
Iowa,2005,46500,1.0037559901567155
Kansas,2005,42027,0.9072011397487372
Kentucky,2005,36699,0.792190130812071
Louisiana,2005,37236,0.8037818935371066
